Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class
3309,429093,436258,1,1-Jan-09,55,Unclassified
2609,434723,435534,1,2-Jan-09,2335,Unclassified
2809,441173,433047,1,2-Jan-09,1645,Unclassified
3809,428487,431364,1,2-Jan-09,1723,A
3909,425928,435480,2,2-Jan-09,1350,Unclassified
3909,425928,435480,2,2-Jan-09,1350,Unclassified
19809,425642,434240,2,2-Jan-09,2300,A
3709,429610,439798,1,3-Jan-09,222,Unclassified
4309,426535,433642,2,3-Jan-09,325,Unclassified
9009,437658,445061,1,3-Jan-09,1645,A
9009,437658,445061,1,3-Jan-09,1645,A
66209,431508,435120,2,3-Jan-09,1745,Unclassified
66209,431508,435120,2,3-Jan-09,1745,Unclassified
66209,431508,435120,2,3-Jan-09,1745,Unclassified
66209,431508,435120,2,3-Jan-09,1745,Unclassified
66209,431508,435120,2,3-Jan-09,1745,Unclassified
2909,443402,438684,2,4-Jan-09,1605,A(M)
2909,443402,438684,2,4-Jan-09,1605,A(M)
4209,428099,426648,1,4-Jan-09,21,A
8409,431482,435007,2,4-Jan-09,1430,Unclassified
8409,431482,435007,2,4-Jan-09,1430,Unclassified
8409,431482,435007,2,4-Jan-09,1430,Unclassified
3109,427890,430474,1,5-Jan-09,705,A
3109,427890,430474,1,5-Jan-09,705,A
8509,427304,433623,3,5-Jan-09,1430,A
8509,427304,433623,3,5-Jan-09,1430,A
11009,432430,433799,1,5-Jan-09,1250,Unclassified
22509,431463,432466,1,5-Jan-09,2330,A
8609,432533,434156,1,6-Jan-09,1805,Unclassified
9109,421617,434392,2,6-Jan-09,1800,B
9109,421617,434392,2,6-Jan-09,1800,B
11609,433601,429802,1,6-Jan-09,1725,Motorway
12909,424112,434008,1,6-Jan-09,1308,A
13109,425186,437731,2,6-Jan-09,1040,Unclassified
13109,425186,437731,2,6-Jan-09,1040,Unclassified
19109,421016,441155,1,6-Jan-09,1120,Unclassified
21809,429870,430441,3,6-Jan-09,2055,Unclassified
22309,423629,437988,3,6-Jan-09,1109,Unclassified
80709,435211,433542,1,6-Jan-09,1510,Unclassified
147409,437665,444765,1,6-Jan-09,2046,A
11309,430112,431742,2,7-Jan-09,1240,A
11809,429436,433461,2,7-Jan-09,1730,Unclassified
17709,432067,428607,2,7-Jan-09,1805,Motorway
17709,432067,428607,2,7-Jan-09,1805,Motorway
19509,425549,436382,2,7-Jan-09,750,A
12009,429298,428264,2,8-Jan-09,847,Unclassified
12009,429298,428264,2,8-Jan-09,847,Unclassified
13509,425070,437952,1,8-Jan-09,1100,Unclassified
18409,430859,424436,2,8-Jan-09,830,Motorway
18409,430859,424436,2,8-Jan-09,830,Motorway
22709,432517,436673,2,8-Jan-09,830,Unclassified
36409,425924,435145,2,8-Jan-09,1656,Unclassified
86809,423618,434131,1,8-Jan-09,1710,Unclassified
13009,431503,435127,2,9-Jan-09,819,A
15509,440513,448481,2,9-Jan-09,2103,B
18009,429771,431652,2,9-Jan-09,1539,Unclassified
18209,422040,443853,1,9-Jan-09,147,Unclassified
19209,429700,432100,3,9-Jan-09,752,Motorway
20009,441206,448780,2,9-Jan-09,750,A(M)
29709,421375,440473,2,9-Jan-09,1550,A
29709,421375,440473,2,9-Jan-09,1550,A
19609,428572,432995,1,10-Jan-09,740,A
22109,431509,432630,3,10-Jan-09,1525,A
22109,431509,432630,3,10-Jan-09,1525,A
22109,431509,432630,3,10-Jan-09,1525,A
47309,429273,430090,2,10-Jan-09,1122,A
20209,443242,439661,1,11-Jan-09,2332,A(M)
20509,431914,430363,1,11-Jan-09,210,A
20509,431914,430363,1,11-Jan-09,210,A
22609,434345,434354,2,11-Jan-09,1335,A
22609,434345,434354,2,11-Jan-09,1335,A
24409,433753,441992,2,11-Jan-09,1840,Unclassified
24409,433753,441992,2,11-Jan-09,1840,Unclassified
30009,430226,433202,1,11-Jan-09,158,Unclassified
23009,438099,431586,1,12-Jan-09,735,Unclassified
25009,432151,435283,1,12-Jan-09,1800,B
26909,438554,430035,2,12-Jan-09,1915,Unclassified
35509,425747,431487,2,12-Jan-09,1240,Unclassified
23309,432192,442256,2,13-Jan-09,650,A
24709,428956,435470,2,13-Jan-09,1550,A
25109,428470,435284,2,13-Jan-09,2130,Unclassified
26309,426322,428159,2,14-Jan-09,1830,B
27209,420436,440143,2,14-Jan-09,712,A
29909,428061,435959,2,14-Jan-09,845,A
35009,424244,428689,2,14-Jan-09,1737,Unclassified
37009,418301,441336,2,14-Jan-09,1753,A
78509,426868,437527,2,14-Jan-09,1138,A
78509,426868,437527,2,14-Jan-09,1138,A
224609,427900,439923,1,14-Jan-09,150,Unclassified
345809,424579,435155,2,14-Jan-09,1300,A
34509,431969,435825,2,15-Jan-09,640,A
36909,431404,435026,2,15-Jan-09,1935,Unclassified
37209,430459,435623,4,15-Jan-09,740,A
37309,427887,440270,2,15-Jan-09,1335,Unclassified
37409,434107,433901,2,15-Jan-09,910,Unclassified
42009,428344,431608,2,15-Jan-09,1330,Motorway
27309,432998,436045,1,16-Jan-09,15,A
30409,430330,433321,2,16-Jan-09,1404,Unclassified
30409,430330,433321,2,16-Jan-09,1404,Unclassified
36509,430189,431710,1,16-Jan-09,1338,Unclassified
77009,424351,438774,1,16-Jan-09,630,Unclassified
32209,429595,434697,2,17-Jan-09,1215,A
33609,435121,433538,1,17-Jan-09,1115,Unclassified
34909,434620,441225,2,17-Jan-09,2125,Unclassified
34909,434620,441225,2,17-Jan-09,2125,Unclassified
34909,434620,441225,2,17-Jan-09,2125,Unclassified
34909,434620,441225,2,17-Jan-09,2125,Unclassified
35909,439996,437096,1,17-Jan-09,1510,Unclassified
37509,430324,433288,4,17-Jan-09,133,Unclassified
39009,431864,429760,2,17-Jan-09,1001,Unclassified
39409,429941,425130,2,17-Jan-09,1505,A
39409,429941,425130,2,17-Jan-09,1505,A
43109,434843,436328,1,17-Jan-09,1742,Unclassified
47109,432711,434493,1,17-Jan-09,1645,B
171309,431607,435248,1,17-Jan-09,1750,A
35209,430530,440743,2,18-Jan-09,1825,Unclassified
59109,429806,433383,1,18-Jan-09,1510,Unclassified
39509,432733,427496,1,19-Jan-09,817,A
40909,436189,434322,2,19-Jan-09,1154,Unclassified
40909,436189,434322,2,19-Jan-09,1154,Unclassified
41109,436067,436616,2,19-Jan-09,1800,Unclassified
41309,440894,433571,2,19-Jan-09,1655,A
42909,424910,439707,2,19-Jan-09,902,Unclassified
42909,424910,439707,2,19-Jan-09,902,Unclassified
43809,428923,429880,1,19-Jan-09,1715,Unclassified
44909,423734,434325,3,19-Jan-09,750,Unclassified
44909,423734,434325,3,19-Jan-09,750,Unclassified
45409,425537,432762,2,19-Jan-09,1820,A
45409,425537,432762,2,19-Jan-09,1820,A
45409,425537,432762,2,19-Jan-09,1820,A
45409,425537,432762,2,19-Jan-09,1820,A
45509,419963,446150,2,19-Jan-09,1500,Unclassified
47909,429932,437557,3,19-Jan-09,1848,Unclassified
50809,428956,435471,2,19-Jan-09,750,A
50809,428956,435471,2,19-Jan-09,750,A
66109,429950,428086,1,19-Jan-09,1029,Unclassified
106409,436940,425890,3,19-Jan-09,1328,Motorway
112209,426467,435765,1,19-Jan-09,1730,Unclassified
43009,436158,441823,2,20-Jan-09,848,Unclassified
43009,436158,441823,2,20-Jan-09,848,Unclassified
45609,420113,434034,2,20-Jan-09,815,Unclassified
46809,427551,431985,2,20-Jan-09,800,A
50509,421990,433001,1,20-Jan-09,630,B
72109,428300,444735,1,20-Jan-09,2140,A
44009,427202,432544,1,21-Jan-09,1030,Unclassified
45909,431003,430540,1,21-Jan-09,100,Motorway
50009,423424,437621,1,21-Jan-09,1820,A
58109,439119,432454,2,21-Jan-09,715,A
59409,441925,430291,2,21-Jan-09,1855,Unclassified
144609,430356,438558,3,21-Jan-09,1425,Unclassified
144609,430356,438558,3,21-Jan-09,1425,Unclassified
47409,427079,434817,1,22-Jan-09,615,A
52709,440893,448715,2,22-Jan-09,1714,B
52709,440893,448715,2,22-Jan-09,1714,B
58209,430637,434720,2,22-Jan-09,2000,Unclassified
61409,428824,435224,2,22-Jan-09,1530,Unclassified
80209,435518,434819,1,22-Jan-09,1540,Unclassified
53109,434696,434563,2,23-Jan-09,800,A
54309,424019,438460,2,23-Jan-09,730,Unclassified
57909,433428,433952,1,23-Jan-09,1600,Unclassified
58509,428508,442351,1,23-Jan-09,2230,Unclassified
58709,434063,435140,2,23-Jan-09,722,Unclassified
64709,432000,430452,2,23-Jan-09,1330,A
64709,432000,430452,2,23-Jan-09,1330,A
67609,426354,428164,2,23-Jan-09,1325,B
67809,429675,432925,3,23-Jan-09,1435,Unclassified
67809,429675,432925,3,23-Jan-09,1435,Unclassified
67809,429675,432925,3,23-Jan-09,1435,Unclassified
67809,429675,432925,3,23-Jan-09,1435,Unclassified
67809,429675,432925,3,23-Jan-09,1435,Unclassified
124709,430433,433982,2,23-Jan-09,25,A(M)
53409,431630,434445,1,24-Jan-09,1148,Unclassified
57109,422663,432681,2,24-Jan-09,1715,Unclassified
59709,428207,426829,1,24-Jan-09,800,A
81009,422286,433429,1,24-Jan-09,308,B
94709,428502,434530,3,24-Jan-09,1300,Unclassified
69409,420347,440465,2,25-Jan-09,1715,A
56609,428458,432960,1,26-Jan-09,1600,B
69109,420142,446596,2,26-Jan-09,845,Unclassified
95009,427122,437370,2,26-Jan-09,1510,A
95009,427122,437370,2,26-Jan-09,1510,A
66909,425125,432463,1,27-Jan-09,830,Unclassified
68809,431076,431126,1,27-Jan-09,925,Unclassified
69509,428587,440798,3,27-Jan-09,1755,Unclassified
69509,428587,440798,3,27-Jan-09,1755,Unclassified
69509,428587,440798,3,27-Jan-09,1755,Unclassified
69509,428587,440798,3,27-Jan-09,1755,Unclassified
70809,421881,442830,2,27-Jan-09,757,Unclassified
70809,421881,442830,2,27-Jan-09,757,Unclassified
137209,436133,435569,2,27-Jan-09,840,Unclassified
69009,430689,434966,2,28-Jan-09,1500,A
69009,430689,434966,2,28-Jan-09,1500,A
70009,430113,431728,1,28-Jan-09,1440,A
70009,430113,431728,1,28-Jan-09,1440,A
70609,439643,436962,3,28-Jan-09,1530,Unclassified
70609,439643,436962,3,28-Jan-09,1530,Unclassified
71409,425479,434192,1,28-Jan-09,1740,Unclassified
73309,429797,433923,2,28-Jan-09,1000,Unclassified
88909,428678,435628,2,28-Jan-09,1720,A
90809,435926,435424,1,28-Jan-09,805,A
93909,430889,434252,3,28-Jan-09,1209,Unclassified
93909,430889,434252,3,28-Jan-09,1209,Unclassified
75209,428838,434630,2,29-Jan-09,1735,Unclassified
75509,422946,427920,4,29-Jan-09,749,A
75509,422946,427920,4,29-Jan-09,749,A
75509,422946,427920,4,29-Jan-09,749,A
75609,427265,427701,2,29-Jan-09,900,B
77809,423583,434592,2,29-Jan-09,740,Unclassified
78809,422078,433943,2,29-Jan-09,1330,A
78809,422078,433943,2,29-Jan-09,1330,A
80409,435821,435759,3,29-Jan-09,2332,Unclassified
80409,435821,435759,3,29-Jan-09,2332,Unclassified
80509,432061,436084,3,29-Jan-09,821,Unclassified
80509,432061,436084,3,29-Jan-09,821,Unclassified
80509,432061,436084,3,29-Jan-09,821,Unclassified
85909,429427,435414,1,29-Jan-09,2241,Unclassified
76909,427495,425524,2,30-Jan-09,1405,A
77209,431072,430361,2,30-Jan-09,1840,Unclassified
77209,431072,430361,2,30-Jan-09,1840,Unclassified
77309,431074,431989,2,30-Jan-09,1545,A
77409,432914,432149,2,30-Jan-09,703,Unclassified
78009,424889,427724,2,30-Jan-09,1823,A
78109,422365,440401,1,30-Jan-09,1820,Unclassified
79509,427608,434511,2,30-Jan-09,2248,A
79509,427608,434511,2,30-Jan-09,2248,A
79509,427608,434511,2,30-Jan-09,2248,A
79809,435231,434830,2,30-Jan-09,715,A
79809,435231,434830,2,30-Jan-09,715,A
80009,428546,433218,2,30-Jan-09,2139,A
81609,430243,424085,5,30-Jan-09,1755,Motorway
81609,430243,424085,5,30-Jan-09,1755,Motorway
81609,430243,424085,5,30-Jan-09,1755,Motorway
89109,426281,435577,2,30-Jan-09,1435,A
115909,427619,436158,2,30-Jan-09,1545,Unclassified
115909,427619,436158,2,30-Jan-09,1545,Unclassified
77909,434271,433802,1,31-Jan-09,1801,Unclassified
77909,434271,433802,1,31-Jan-09,1801,Unclassified
79209,423015,437661,2,31-Jan-09,1920,A
89709,432172,427284,1,31-Jan-09,344,Motorway
89709,432172,427284,1,31-Jan-09,344,Motorway
89709,432172,427284,1,31-Jan-09,344,Motorway
89709,432172,427284,1,31-Jan-09,344,Motorway
95809,420964,439969,1,31-Jan-09,1455,B
105309,420896,434453,2,31-Jan-09,1400,A
75409,429175,438564,2,1-Feb-09,1847,A
78409,433659,438992,1,1-Feb-09,506,A
78409,433659,438992,1,1-Feb-09,506,A
80609,432798,434232,2,1-Feb-09,1125,Unclassified
80609,432798,434232,2,1-Feb-09,1125,Unclassified
88309,438496,430405,2,1-Feb-09,1250,A
108509,430376,434971,2,1-Feb-09,1300,Unclassified
82809,432453,433799,2,2-Feb-09,1011,Unclassified
87909,418803,442401,1,2-Feb-09,1720,Unclassified
88809,440497,434871,1,2-Feb-09,935,Unclassified
89009,435099,434709,2,2-Feb-09,1540,A
89209,443610,435910,6,2-Feb-09,922,Motorway
88709,436169,427632,2,3-Feb-09,1800,A
89309,433725,434028,2,3-Feb-09,830,A
89309,433725,434028,2,3-Feb-09,830,A
89309,433725,434028,2,3-Feb-09,830,A
89309,433725,434028,2,3-Feb-09,830,A
101709,442496,434219,2,3-Feb-09,915,A
101709,442496,434219,2,3-Feb-09,915,A
101909,432772,429619,1,3-Feb-09,1620,Unclassified
90309,432117,434677,2,4-Feb-09,1641,Unclassified
94809,429157,431575,1,4-Feb-09,800,Unclassified
106609,428747,430849,2,4-Feb-09,1240,Unclassified
113309,430385,433607,1,4-Feb-09,1530,Unclassified
94109,434031,428101,2,5-Feb-09,953,Unclassified
95109,427504,425505,2,5-Feb-09,1925,A
95109,427504,425505,2,5-Feb-09,1925,A
98809,435698,434586,1,5-Feb-09,1015,Unclassified
102109,433192,437362,1,5-Feb-09,900,Unclassified
105409,436330,425921,6,5-Feb-09,927,Motorway
105809,430346,435461,2,5-Feb-09,935,Unclassified
94609,426645,433497,2,6-Feb-09,1930,Unclassified
94609,426645,433497,2,6-Feb-09,1930,Unclassified
94909,422927,433213,2,6-Feb-09,755,Unclassified
95409,421853,436450,1,6-Feb-09,1235,Unclassified
99509,442236,431749,1,6-Feb-09,2245,A
99509,442236,431749,1,6-Feb-09,2245,A
100809,432521,434724,2,6-Feb-09,1710,B
102909,437021,429229,3,6-Feb-09,1705,A
111609,434065,435141,1,6-Feb-09,1425,Unclassified
111609,434065,435141,1,6-Feb-09,1425,Unclassified
111609,434065,435141,1,6-Feb-09,1425,Unclassified
111609,434065,435141,1,6-Feb-09,1425,Unclassified
111609,434065,435141,1,6-Feb-09,1425,Unclassified
111609,434065,435141,1,6-Feb-09,1425,Unclassified
124109,423193,434657,3,6-Feb-09,1755,Unclassified
141909,433148,426326,2,6-Feb-09,830,A
100009,435345,434799,1,7-Feb-09,513,Unclassified
101209,434457,433704,2,7-Feb-09,1945,Unclassified
103309,429860,431850,1,7-Feb-09,1603,Unclassified
103309,429860,431850,1,7-Feb-09,1603,Unclassified
103309,429860,431850,1,7-Feb-09,1603,Unclassified
103709,429915,434256,2,7-Feb-09,1203,A
125809,429201,434161,4,7-Feb-09,645,Unclassified
125809,429201,434161,4,7-Feb-09,645,Unclassified
125809,429201,434161,4,7-Feb-09,645,Unclassified
274409,428840,434631,2,7-Feb-09,1814,Unclassified
101609,428301,434811,1,8-Feb-09,335,Unclassified
104209,430704,432541,2,8-Feb-09,1829,A
108209,430760,435209,2,8-Feb-09,1225,Unclassified
123209,420883,434554,2,8-Feb-09,1512,A
452609,424644,436962,1,8-Feb-09,130,A
452609,424644,436962,1,8-Feb-09,130,A
452609,424644,436962,1,8-Feb-09,130,A
452609,424644,436962,1,8-Feb-09,130,A
97409,425619,432950,1,9-Feb-09,800,Unclassified
98109,424140,434003,1,9-Feb-09,550,A
98509,424083,434043,1,9-Feb-09,510,A
99009,440349,433609,2,9-Feb-09,725,Unclassified
106709,415911,442016,2,9-Feb-09,1315,Unclassified
106709,415911,442016,2,9-Feb-09,1315,Unclassified
107409,427572,427479,1,9-Feb-09,840,Unclassified
113409,429369,431381,4,9-Feb-09,900,Unclassified
113409,429369,431381,4,9-Feb-09,900,Unclassified
122509,421151,435389,2,9-Feb-09,1730,A
122509,421151,435389,2,9-Feb-09,1730,A
129709,418157,441506,2,9-Feb-09,910,Unclassified
115209,432418,434860,1,10-Feb-09,1145,B
116109,427111,436977,2,10-Feb-09,1515,Unclassified
117909,428942,438173,2,10-Feb-09,1538,Unclassified
119409,431481,433964,1,10-Feb-09,845,Unclassified
120609,433745,429684,3,10-Feb-09,1640,Motorway
120609,433745,429684,3,10-Feb-09,1640,Motorway
122109,428977,433687,2,10-Feb-09,1430,A
112409,426127,442567,2,11-Feb-09,20,A
114109,430080,435417,2,11-Feb-09,1635,Unclassified
114109,430080,435417,2,11-Feb-09,1635,Unclassified
117309,433035,437106,2,11-Feb-09,740,Unclassified
117309,433035,437106,2,11-Feb-09,740,Unclassified
117309,433035,437106,2,11-Feb-09,740,Unclassified
117309,433035,437106,2,11-Feb-09,740,Unclassified
118409,432419,432576,2,11-Feb-09,1550,Unclassified
118609,443438,438580,2,11-Feb-09,1455,A(M)
120809,430560,431438,2,11-Feb-09,1707,Motorway
124509,424023,427975,1,11-Feb-09,540,Motorway
125009,430066,423936,2,11-Feb-09,515,Motorway
125409,423665,428023,2,11-Feb-09,509,Motorway
132009,431582,426813,2,11-Feb-09,2042,A
132209,441096,442778,1,11-Feb-09,2150,Unclassified
133009,429971,430873,2,11-Feb-09,1840,A
136209,429953,430842,1,11-Feb-09,2115,A
145609,431909,433588,1,11-Feb-09,1815,A
146809,430472,434742,1,11-Feb-09,1800,Unclassified
118309,438410,436423,2,12-Feb-09,1545,Unclassified
119509,423421,437622,2,12-Feb-09,2150,A
119909,432447,435813,2,12-Feb-09,1645,A
124309,440982,447940,2,12-Feb-09,920,Unclassified
124809,429581,439231,2,13-Feb-09,1900,Unclassified
127209,427345,433631,2,13-Feb-09,1520,A
127209,427345,433631,2,13-Feb-09,1520,A
127509,419901,441071,2,13-Feb-09,1751,A
130009,427836,436294,1,13-Feb-09,1140,A
202709,429311,437842,3,13-Feb-09,1253,B
146909,430923,436069,4,14-Feb-09,2225,Unclassified
146909,430923,436069,4,14-Feb-09,2225,Unclassified
160009,431479,428775,2,14-Feb-09,1428,Unclassified
160009,431479,428775,2,14-Feb-09,1428,Unclassified
127409,429321,428159,1,15-Feb-09,1710,Unclassified
132909,427737,436465,1,16-Feb-09,1350,A
133409,441886,445679,1,16-Feb-09,1650,Unclassified
145209,429436,437312,2,16-Feb-09,1615,Unclassified
145209,429436,437312,2,16-Feb-09,1615,Unclassified
147809,430891,433408,1,16-Feb-09,1821,Unclassified
131009,433474,434030,1,17-Feb-09,1425,A
131809,428012,435146,2,17-Feb-09,2030,Unclassified
134809,435523,433650,1,17-Feb-09,1713,Unclassified
135609,424367,435636,2,17-Feb-09,1350,Unclassified
139409,430457,437509,2,17-Feb-09,2058,Unclassified
139409,430457,437509,2,17-Feb-09,2058,Unclassified
