Week,Commodity,Trend,Text,RefinedTrend
weekly_20_2025_Eng.txt,rice,Unknown,price drop of Rs.10.00/nut and Rs.2.00/nut,Stable
weekly_20_2025_Eng.txt,rice,Unknown,respectively. Price ranges were Rs.195.00,Stable
weekly_20_2025_Eng.txt,rice,Unknown,"same period last year, prices of large nuts",Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Fruits,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Prices of most of the fruit varieties have,Stable
weekly_20_2025_Eng.txt,rice,Decrease,weather. The highest price decrease was,Decrease
weekly_20_2025_Eng.txt,rice,Unknown,34%. Prices of wood apple and king,Stable
weekly_20_2025_Eng.txt,coconut,Decrease,coconut have decreased by 15% and 11%,Decrease
weekly_20_2025_Eng.txt,rice,Unknown,respectively due to low demand. The price,Stable
weekly_20_2025_Eng.txt,rice,Increase,"apple prices increased by  24%, and 19%",Increase
weekly_20_2025_Eng.txt,rice,Unknown,Wholesale prices for the most of fruits have,Stable
weekly_20_2025_Eng.txt,rice,Unknown,"prices, retail prices of most of the fruits",Stable
weekly_20_2025_Eng.txt,rice,Decrease,have also decreased. The highest price,Decrease
weekly_20_2025_Eng.txt,fruit,Decrease,decrease of Rs.100.00/fruit was reported,Decrease
weekly_20_2025_Eng.txt,rice,Unknown,for mango -karthakolomban. The price of,Stable
weekly_20_2025_Eng.txt,coconut,Decrease,king-coconut has decreased by Rs.,Decrease
weekly_20_2025_Eng.txt,rice,Unknown,"10.00/fruit. In addition, price of papaw,",Stable
weekly_20_2025_Eng.txt,fruit,Unknown,"40.00/fruit, 37.00/fruit and 20.00/kg",Stable
weekly_20_2025_Eng.txt,rice,Decrease,the highest price decrease of 59% was,Decrease
weekly_20_2025_Eng.txt,fish,Unknown,Fresh Fish,Stable
weekly_20_2025_Eng.txt,rice,Unknown,"The prices of fish varieties except for,",Stable
weekly_20_2025_Eng.txt,rice,Increase,price increase was recorded for thora by,Increase
weekly_20_2025_Eng.txt,rice,Decrease,23%. The highest price decrease was,Decrease
weekly_20_2025_Eng.txt,rice,Unknown,recorded for shrimps by 11%. Price,Stable
weekly_20_2025_Eng.txt,rice,Decrease,the highest price decrease was recorded for,Decrease
weekly_20_2025_Eng.txt,rice,Increase,shrimps by 7%. The highest price increase,Increase
weekly_20_2025_Eng.txt,rice,Unknown,The prices of fish varieties except  for,Stable
weekly_20_2025_Eng.txt,rice,Increase,highest price increase was recorded for,Increase
weekly_20_2025_Eng.txt,rice,Increase,price increase was recorded for kelawalla,Increase
weekly_20_2025_Eng.txt,rice,Increase,by Rs.259.00/kg. Price increase of,Increase
weekly_20_2025_Eng.txt,rice,Decrease,respectively. Price decrease of balaya has,Decrease
weekly_20_2025_Eng.txt,rice,Unknown,the prices of other fish varieties except,Stable
weekly_20_2025_Eng.txt,rice,Increase,salaya have increased and the highest price,Increase
weekly_20_2025_Eng.txt,fish,Unknown,Dried Fish,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Prices of most of the dried fish types have,Stable
weekly_20_2025_Eng.txt,fish,Increase,increased due to drop in  local dried fish,Increase
weekly_20_2025_Eng.txt,rice,Increase,supply. The highest price increase was,Increase
weekly_20_2025_Eng.txt,rice,Increase,highest price increase was recorded for,Increase
weekly_20_2025_Eng.txt,fish,Unknown,other dry fish varieties except imported,Stable
weekly_20_2025_Eng.txt,rice,Increase,sprats have increased and the highest price,Increase
weekly_20_2025_Eng.txt,rice,Unknown,The prices of dry fish varieties except  for,Stable
weekly_20_2025_Eng.txt,rice,Increase,price increase was recorded for maduwa by,Increase
weekly_20_2025_Eng.txt,rice,Unknown,Rs.129.00/kg. The second highest price,Stable
weekly_20_2025_Eng.txt,rice,Increase,Rs.56.00/kg. Price increase of kattawa and,Increase
weekly_20_2025_Eng.txt,rice,Unknown,and Rs.18.00/kg respectively. Price,Stable
weekly_20_2025_Eng.txt,rice,Unknown,the prices of other fish varieties except,Stable
weekly_20_2025_Eng.txt,rice,Increase,and the highest price increase was recorded,Increase
weekly_20_2025_Eng.txt,egg,Unknown,Eggs,Stable
weekly_20_2025_Eng.txt,rice,Unknown,The prices of both brown and white egg,Stable
weekly_20_2025_Eng.txt,rice,Unknown,price range of a white egg has recorded    as,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rs.22.00-28.00 and the price range of a,Stable
weekly_20_2025_Eng.txt,egg,Unknown,brown egg ha s recorded as Rs.29.00 -,Stable
weekly_20_2025_Eng.txt,rice,Unknown,prices of both brown and white eggs have,Stable
weekly_20_2025_Eng.txt,rice,Unknown,The prices of both brown and white egg,Stable
weekly_20_2025_Eng.txt,rice,Unknown,price range of a white egg has recorded as,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rs.25.00-Rs.31.00 and the price range of a,Stable
weekly_20_2025_Eng.txt,egg,Unknown,brown egg has recorded as Rs.27.00-33.00.,Stable
weekly_20_2025_Eng.txt,rice,Unknown,The average price of white and brown egg,Stable
weekly_20_2025_Eng.txt,rice,Decrease,prices of both egg varieties have decreased,Decrease
weekly_20_2025_Eng.txt,rice,Unknown,The price of beef has remained unchanged,Stable
weekly_20_2025_Eng.txt,rice,Increase,and price increase of broiler and curry,Increase
weekly_20_2025_Eng.txt,chicken,Unknown,chicken have recorded as Rs.23.00/kg and,Stable
weekly_20_2025_Eng.txt,rice,Increase,Rs.32.00/kg respectively. Price increase of,Increase
weekly_20_2025_Eng.txt,rice,Decrease,"However, Price decrease of mutton has",Decrease
weekly_20_2025_Eng.txt,rice,Unknown,the price of other meat types except for,Stable
weekly_20_2025_Eng.txt,chicken,Increase,broiler and curry chicken have increased.,Increase
weekly_20_2025_Eng.txt,rice,Increase,The highest price increase was recorded for,Increase
weekly_20_2025_Eng.txt,rice,Unknown,to wholesale and retail prices of selected,Stable
weekly_20_2025_Eng.txt,rice,Unknown,"as prevailing prices, price ranges, averages,",Stable
weekly_20_2025_Eng.txt,rice,Unknown,and a comparison of weekly prices. The,Stable
weekly_20_2025_Eng.txt,rice,Unknown,changes in prices reported are always with,Stable
weekly_20_2025_Eng.txt,rice,Unknown,price prevailed during the previous week,Stable
weekly_20_2025_Eng.txt,rice,Unknown,"price information is twice a week ( i.e.,",Stable
weekly_20_2025_Eng.txt,rice,Unknown,"prices, it is thrice a week ( i.e., Friday,",Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice VarietiesLOCATIONS,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 01: Selected Markets:Wholesale Price of Rice (Rs/50kg bag),Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 02: Selected Markets: Retail Price of Rice (Rs/kg),Stable
weekly_20_2025_Eng.txt,rice,Unknown,LOCATIONS Rice Varieties,Stable
weekly_20_2025_Eng.txt,dhal,Unknown,Cowpea Red Dhal,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 04: Selected Markets:Wholesale Price of Subsidiary Food (Rs/50kg),Stable
weekly_20_2025_Eng.txt,onion,Unknown,Dried Chillies Red Onion Big Onion PotatoLOCATION Imported Imported Local Imported Welimada,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 05: Selected Markets: Retail Price of Subsidiary Food Crops (Rs/kg),Stable
weekly_20_2025_Eng.txt,onion,Unknown,Dried Chillies Red Onion Big Onion Potato Pulses,Stable
weekly_20_2025_Eng.txt,dhal,Unknown,Green Gram Cowpea Red Dhal,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 06: Selected Markets: Wholesale Price of Vegetables(Rs/kg),Stable
weekly_20_2025_Eng.txt,potato,Unknown,ManiocLong Beans Ash Plantain Green Chillies Lime Sweet Potatoe,Stable
weekly_20_2025_Eng.txt,rice,Unknown,"Colombo, Meegoda, Norochchole, Jaffna,Dambulla and Kandy - Gotukola Price Rs/Kg",Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Leafy Vegetables (Rs/bundle),Stable
weekly_20_2025_Eng.txt,coconut,Unknown,Coconut (Rs/nut),Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 07: Selected Markets: Retail Price of Vegetables (Rs/kg),Stable
weekly_20_2025_Eng.txt,potato,Unknown,Sweet Potato Large Small,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Low Country Varieties Leafy Vegetable Coconut (Rs/nut),Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 08: Selected Markets: Retail Price of Fruits (Rs/each & Rs/kg),Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Mango Other Fruits,Stable
weekly_20_2025_Eng.txt,coconut,Unknown,Passion Avocado Slime Apple Grapes (Rs/kg) King CoconutWood Apple Orange,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Local Dried Fish Imported Dried Fish,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Imported Dried Fish,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Local Dried Fish,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 10: Selected Markets: Wholesale Price of Dried Fish (Rs/50kg),Stable
weekly_20_2025_Eng.txt,fish,Unknown,Sea Fish Eggs,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 09: Selected Markets: Wholesale Price of Fresh Fish & Eggs (Rs/kg & Rs/egg),Stable
weekly_20_2025_Eng.txt,fish,Unknown,Sea Fish,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 11: Selected Markets: Retail Price of Fresh Fish & Eggs (Rs/kg & Rs/eggs),Stable
weekly_20_2025_Eng.txt,fish,Unknown,Sea Fish Eggs,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 12: Selected Markets: Retail Price of Dried Fish (Rs/kg),Stable
weekly_20_2025_Eng.txt,fish,Unknown,Dried FishLOCATIONS Sprats-Imported Kattawa Thora Mora Balaya,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 13: Selected Markets: Retail Price of Meat (Rs/kg),Stable
weekly_20_2025_Eng.txt,chicken,Unknown,Meat Meat (Chicken) Meat,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice Coconut,Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Keeri Samba 270.00 − 300.00 286.00 269.17 311.50 6.25 -8.19 Fruits (Rs/fruit),Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Raw (Red) − Passion Fruit 25.00 − 40.00 33.75 34.44 59.44 -2.02 -43.22,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Onion Mango,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Big Onion Kohu −,Stable
weekly_20_2025_Eng.txt,potato,Unknown,Potato Orange 70.00 − 90.00 84.00 67.78 88.75 23.93 -5.35,Stable
weekly_20_2025_Eng.txt,coconut,Unknown,Pulses King Coconut 100.00 − 160.00 138.00 155.00 156.67 -10.97 -11.91,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Cowpea (White) 550.00 − 700.00 625.00 684.00 771.43 -8.63 -18.98 Sea Fish,Stable
weekly_20_2025_Eng.txt,dhal,Unknown,Red Dhal 250.00 − 255.00 252.50 255.00 278.89 -0.98 -9.46 Hurulla 1000.00 − 1200.00 1112.50 1058.33 790.83 5.12 40.67,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Vegetable Balaya 1000.00 − 1500.00 1243.75 1158.33 910.00 7.37 36.68,Stable
weekly_20_2025_Eng.txt,egg,Unknown,Raddish 100.00 − 150.00 127.00 129.00 91.00 -1.55 39.56 Eggs,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Ladies Fingers 100.00 − 250.00 178.00 237.00 113.00 -24.89 57.52 Dried Fish,Stable
weekly_20_2025_Eng.txt,potato,Unknown,Sweet Potato 200.00 − 250.00 222.00 228.00 138.00 -2.63 60.87 Maduwa (Imported) −,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Leafy Vegetable Koduwa (Imported) −,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 14: Colombo: Wholesale Prices (Rs/kg or Rs/piece),Stable
weekly_20_2025_Eng.txt,rice,Unknown,Average Price Change Compared to,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Average Price,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice Coconut,Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Keeri Samba 280.00 − 320.00 294.55 272.31 364.76 22.24 -19.25 Fruits (Rs/fruit),Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Raw (Red) − Passion Fruit 40.00 − 80.00 59.46 60.00 87.63 -0.54 -32.15,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Onion Mango,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Big Onion Kohu −,Stable
weekly_20_2025_Eng.txt,potato,Unknown,Potato Orange 100.00 − 160.00 127.50 90.30 122.00 37.20 4.51,Stable
weekly_20_2025_Eng.txt,coconut,Unknown,Pulses King Coconut 160.00 − 250.00 195.38 205.45 213.50 -10.07 -8.48,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Cowpea (White) 700.00 − 1000.00 827.33 850.00 1032.61 -22.67 -19.88 Sea Fish,Stable
weekly_20_2025_Eng.txt,dhal,Unknown,Red Dhal 270.00 − 320.00 286.50 295.53 328.26 -9.03 -12.72 Hurulla 1300.00 − 1300.00 1300.00 1288.75 1029.29 11.25 26.30,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Vegetable Balaya 1300.00 − 1350.00 1325.00 1456.25 1224.17 -131.25 8.24,Stable
weekly_20_2025_Eng.txt,egg,Unknown,Raddish 160.00 − 400.00 296.09 266.00 229.29 30.09 29.13 Eggs,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Ladies Fingers 230.00 − 480.00 371.25 380.00 255.33 -8.75 45.40 Dried Fish,Stable
weekly_20_2025_Eng.txt,chicken,Unknown,Root Crops Chicken (Broiler) 1100.00 − 1230.00 1180.00 1157.00 1205.83 23.00 -2.14,Stable
weekly_20_2025_Eng.txt,potato,Unknown,Sweet Potato 240.00 − 400.00 328.95 331.00 285.15 -2.05 15.36 Chicken (Curry) 900.00 − 1280.00 1107.00 1075.00 1214.29 32.00 -8.84,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Leafy Vegetable Pork 1600.00 − 2200.00 1850.00 1700.00 1300.00 150.00 42.31,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 15: Colombo &Suburbs: Retail Prices (Rs/kg or Rs/piece),Stable
weekly_20_2025_Eng.txt,rice,Unknown,Average Price Change Compared to,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Average Price Change Compared to,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Paddy Vegetable (Up Country) Snake Gourd,Increase
weekly_20_2025_Eng.txt,onion,Unknown,Red Onion Badulla 220.00 − 270.00 246.67 Long Beans,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Big Onion Welimada 480.00 − 530.00 504.00 Embilipitiya 170.00 − 180.00 175.00,Stable
weekly_20_2025_Eng.txt,potato,Unknown,Potato Hambantota −,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,N'Eliya 250.00 − 260.00 254.00 Vegetable (Low Country) Embilipitiya 40.00 − 60.00 52.50,Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Moneragala 580.00 − 600.00 592.00 Brinjal Fruits (Rs/kg),Stable
weekly_20_2025_Eng.txt,rice,Unknown,Table 16: Farmgate/Producer Prices of Food Commodities in Selected Producing Areas (Rs/kg),Stable
weekly_20_2025_Eng.txt,rice,Unknown,PriceCOMMODITY Range Average,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Price COMMODITY Range Average,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Price COMMODITY,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Red Onion,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Big Onion,Stable
weekly_20_2025_Eng.txt,potato,Unknown,Potato,Stable
weekly_20_2025_Eng.txt,dhal,Unknown,Red Dhal 270.00 − 280.00 280.00 − 290.00 280.00 − 290.00 290.00 − 320.00 280.00 − 290.00 290.00 − 290.00 280.00 − 280.00 270.00 − 270.00 280.00 − 280.00,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Annex 01 - Colombo Markets: Retail Prices of Rice and Subsidiary Food Crops (Rs/kg) Week 20: 16 - 22 May 2025,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Vegetable,Stable
weekly_20_2025_Eng.txt,potato,Unknown,Sweet Potato 240.00 − 280.00 320.00 − 360.00 360.00 − 400.00 400.00 − 400.00 340.00 − 360.00 − 280.00 − 300.00 400.00 − 400.00 320.00 − 340.00,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Leafy Vegetable,Stable
weekly_20_2025_Eng.txt,coconut,Unknown,Coconut,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Annex 02 - Colombo Markets: Retail Prices of Vegetables (Rs/kg) and Coconut (Rs/nut),Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Other Fruits,Stable
weekly_20_2025_Eng.txt,coconut,Unknown,King Coconut 170.00 − 180.00 200.00 − 200.00 200.00 − 250.00 200.00 − 200.00 180.00 − 200.00 240.00 − 240.00 180.00 − 180.00 180.00 − 200.00 160.00 − 160.00,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Annex 03 - Colombo Markets: Retail Prices of Fruits (Rs/fruit),Stable
weekly_20_2025_Eng.txt,fish,Unknown,Sea Fish,Stable
weekly_20_2025_Eng.txt,egg,Unknown,30 Eggs (Rs/egg),Stable
weekly_20_2025_Eng.txt,fish,Unknown,Dried Fish,Stable
weekly_20_2025_Eng.txt,chicken,Unknown,Chicken (Broiler) 1120.00 − 1120.00 1230.00 − 1230.00 1220.00 − 1220.00 1180.00 − 1180.00 1180.00 − 1180.00 1150.00 − 1150.00 1100.00 − 1100.00 1180.00 − 1200.00 1200.00 − 1200.00,Stable
weekly_20_2025_Eng.txt,chicken,Unknown,Chicken (Curry) 1000.00 − 1000.00 1100.00 − 1100.00 1220.00 − 1220.00 1280.00 − 1280.00 1000.00 − 1000.00 900.00 − 900.00 950.00 − 950.00 1200.00 − 1200.00 1200.00 − 1200.00,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Annex 04 - Colombo Markets: Retail Prices of Sea Fish and Dried Fish (Rs/kg),Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice - (white Kekulu - normal ) 361 9.88 1.52 - 0.03 0.09 10.67 - 6.94 26.29 1.22 1.5,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice - (white Kekulu Samba) 355 8.81 1.53 - 0.03 0.09 8.11 - 9.82 30.48 0.92 1.7,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice - ( Red Kekulu - normal ) 366 8.64 2.12 - 0.05 0.1 8.39 - 4.73 31.7 0.88 1.84,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice -Samba 369 6.86 2.45 - 0.05 0.13 12.79 - 8.71 37.26 1.18 1.49,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice - Nadu White 366 7.76 1.48 - 0.03 0.12 9.35 - 4.57 20.1 0.64 1.61,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Onion,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Big onions 48 1.67 0.24 0.16 0.01 0.1 32.99 7.58 14.82 16.94 0.45 0.25,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Red onions 55 2.13 0.15 0.18 0.02 0.13 30.15 14.26 20.37 19.32 0.31 0.28,Stable
weekly_20_2025_Eng.txt,potato,Unknown,Potatoes 71 1.67 0.25 0.01 0.09 14.31 20.5 9.83 23.84 0.46 0.29,Stable
weekly_20_2025_Eng.txt,dhal,Unknown,Red Dhal 319 23.09 0.77 1.06 1.6 0.22 55 NA 41.27 66.63 7.45 3.34,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Vegetables,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Rice,Stable
weekly_20_2025_Eng.txt,egg,Unknown,Brinjal (Chinese eggplant) 24 1.28 0.33 16.83 0.12 0.11 32.94 3.37 14.4 21.18 0.28 0.16,Stable
weekly_20_2025_Eng.txt,egg,Unknown,Thalana batu (Thai eggplant) 21 1.45 0.26 18.33 0.11 0.09 31.18 2.71 17.24 37.22 0.37 0.24,Stable
weekly_20_2025_Eng.txt,coconut,Unknown,Coconuts nuts 390 3.67 39.92 - 0.05 0.11 14.86 -,Stable
weekly_20_2025_Eng.txt,potato,Unknown,Sweet potato 108 1.27 0.33 NA 0.04 0.09 14.44 22.2 28.93 21.05 0.51 0.14,Stable
weekly_20_2025_Eng.txt,vegetable,Unknown,Leafy Vegetables,Stable
weekly_20_2025_Eng.txt,onion,Unknown,Onion leaves 27 2.01 0.26 NA 0.04 0.18 56.8 23.38 35.21 74.95 3.15 0.77,Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Jackfruit pods 25 2.14 0.34 NA 0.03 0.04 30.7 24.77 37.32 26.08 0.3 0.17,Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Jackfruit seeds 77 5.66 0.44 NA 0.02 0.08 58.91 15.24 40.87 50.14 0.52 0.42,Stable
weekly_20_2025_Eng.txt,chicken,Unknown,Chicken 176 23.14 9.24 6.88 0.07 0.49 10.09 - 15.06 20.18 0.75 0.64,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Fish,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Cuttle fish 76 16.82 0.93 1.93 0.02 0.04 6.22 8.73 35.46 0.62 1.3,Stable
weekly_20_2025_Eng.txt,fish,Unknown,Dried Fish,Stable
weekly_20_2025_Eng.txt,egg,Unknown,Eggs,Stable
weekly_20_2025_Eng.txt,egg,Unknown,Hen eggs (Country) 170 13.14 13 208 0.08 0.18 54.6 50.14 11.04 1.64 1.12,Stable
weekly_20_2025_Eng.txt,egg,Unknown,Hen eggs (Table) 135 13.55 9.03 200 0.19 0.19 49.46 63.3 12 2.39 1.73,Stable
weekly_20_2025_Eng.txt,egg,Unknown,Quail eggs 153 12.39 11.46 153 0.11 0.17 54.86 60.67 11.21 2.55 1.51,Stable
weekly_20_2025_Eng.txt,fruit,Unknown,Fruits,Stable
weekly_20_2025_Eng.txt,rice,Unknown,Price Collecting Areas,Stable
weekly_11_2025_Eng.txt,vegetable,Unknown,Vegetables,Stable
weekly_11_2025_Eng.txt,fruit,Unknown,Fruits,Stable
weekly_11_2025_Eng.txt,fish,Unknown,Fish and Dried Fish,Stable
weekly_11_2025_Eng.txt,rice,Unknown,Rice,Stable
weekly_11_2025_Eng.txt,rice,Increase,Prices of most of the fruits have increased due to  in-,Increase
weekly_11_2025_Eng.txt,rice,Unknown,Prices of all most all the fresh fish and dry fish varieties,Stable
weekly_11_2025_Eng.txt,rice,Unknown,Prices of green gram and cowpea (Red and White) have,Stable
weekly_11_2025_Eng.txt,rice,Increase,Prices of most of the vegetables have increased with the,Increase
weekly_11_2025_Eng.txt,rice,Increase,highest price increases of Rs.133.00/kg for green beans.,Increase
weekly_11_2025_Eng.txt,rice,Unknown,Retail prices of all most all the local rice varieties have,Stable
weekly_11_2025_Eng.txt,rice,Unknown,prices of all the local rice varieties has surpassed the,Stable
weekly_11_2025_Eng.txt,rice,Unknown,maximum retail price.,Stable
weekly_11_2025_Eng.txt,rice,Unknown,Rice,Stable
weekly_11_2025_Eng.txt,rice,Unknown,"Prices of samba  grade I, samba grade II",Stable
weekly_11_2025_Eng.txt,rice,Unknown,slightly by   2% and 1% an d price,Stable
weekly_11_2025_Eng.txt,rice,Unknown,Prices of all other local rice varieties have,Stable
weekly_11_2025_Eng.txt,rice,Unknown,Imported rice varieties was also available,Stable
weekly_11_2025_Eng.txt,rice,Unknown,prices,Stable
weekly_11_2025_Eng.txt,rice,Unknown,most of the rice varieties have seen price,Stable
weekly_11_2025_Eng.txt,rice,Increase,"increases, with  the highest price increase",Increase
weekly_11_2025_Eng.txt,rice,Unknown,of 26% for raw red. Price of keeri samba,Stable
weekly_11_2025_Eng.txt,rice,Unknown,The retail prices of all types of rice,Stable
weekly_11_2025_Eng.txt,rice,Decrease,highest price decreased of Rs.10.00/kg was,Decrease
weekly_11_2025_Eng.txt,rice,Increase,the highest price increase of 26% was,Increase
weekly_11_2025_Eng.txt,rice,Decrease,price decreased of 24% was recorded for,Decrease
weekly_11_2025_Eng.txt,rice,Unknown,The average farm gate prices of major,Stable
weekly_11_2025_Eng.txt,rice,Unknown,farm gate price of keeri samba paddy has,Stable
weekly_11_2025_Eng.txt,rice,Decrease,Kalawewa areas while price has decreased,Decrease
weekly_11_2025_Eng.txt,rice,Unknown,respectively. Farm gate price of keeri,Stable
weekly_11_2025_Eng.txt,rice,Unknown,145.00/kg. The average farm gate price of,Stable
weekly_11_2025_Eng.txt,rice,Unknown,Kurunegala and Nikeweratiya . Its prices,Stable
weekly_11_2025_Eng.txt,rice,Unknown,price ranged from Rs.110.00 -132.00/kg.,Stable
weekly_11_2025_Eng.txt,rice,Unknown,"Further, price for long grain red paddy has",Stable
weekly_11_2025_Eng.txt,rice,Decrease,decreased by Rs.1.00 -6.00/kg and price,Decrease
weekly_11_2025_Eng.txt,rice,Unknown,the average prices for all the major paddy,Stable
weekly_11_2025_Eng.txt,rice,Unknown,The price of imported dried chilies has not,Stable
weekly_11_2025_Eng.txt,rice,Increase,increased significantly and  price ranged,Increase
weekly_11_2025_Eng.txt,rice,Unknown,current wholesale price of imported dried,Stable
weekly_11_2025_Eng.txt,rice,Unknown,The retail price of imported dried chili es,Stable
weekly_11_2025_Eng.txt,rice,Decrease,has decreased by Rs.6.00/kg and price,Decrease
weekly_11_2025_Eng.txt,rice,Unknown,the current retail price of imported dried,Stable
weekly_11_2025_Eng.txt,onion,Unknown,Onion,Stable
weekly_11_2025_Eng.txt,rice,Unknown,"Prices of sinnan, vedalan and imported red",Stable
weekly_11_2025_Eng.txt,onion,Decrease,onion   have decreased in the range of 1%-,Decrease
weekly_11_2025_Eng.txt,rice,Unknown,4%. Price of i mported big onion has,Stable
weekly_11_2025_Eng.txt,rice,Unknown,sufficient stocks and price ranged from,Stable
weekly_11_2025_Eng.txt,rice,Unknown,current whole sale price of vedalan and,Stable
weekly_11_2025_Eng.txt,onion,Decrease,imported red onion have decreased by,Decrease
weekly_11_2025_Eng.txt,onion,Unknown,27% and 32% while imported big onion,Stable
weekly_11_2025_Eng.txt,rice,Unknown,The retail prices of imported big onion and,Stable
weekly_11_2025_Eng.txt,onion,Decrease,imported red onion have decreased by,Decrease
weekly_11_2025_Eng.txt,rice,Unknown,the current retail price of imported big,Stable
weekly_11_2025_Eng.txt,onion,Decrease,onion has decreased by 73% and imported,Decrease
weekly_11_2025_Eng.txt,onion,Increase,red onion has increased by 4%.,Increase
weekly_11_2025_Eng.txt,potato,Unknown,Potato,Stable
weekly_11_2025_Eng.txt,rice,Unknown,"The Price of Welimada, Nuwara Eliya and",Stable
weekly_11_2025_Eng.txt,potato,Decrease,imported potatoe s have decreased in the,Decrease
weekly_11_2025_Eng.txt,rice,Unknown,of sufficient stocks and price,Stable
weekly_11_2025_Eng.txt,rice,Unknown,current wholesale price  of all potato,Stable
weekly_11_2025_Eng.txt,rice,Unknown,The retail prices of all types of potatoes,Stable
weekly_11_2025_Eng.txt,rice,Decrease,price decreased of Rs.4.00/kg was recorded,Decrease
weekly_11_2025_Eng.txt,potato,Unknown,for imported potato.,Stable
weekly_11_2025_Eng.txt,rice,Unknown,the current ret ail prices of all types of,Stable
weekly_11_2025_Eng.txt,potato,Increase,potatoes have increased with the highest,Increase
weekly_11_2025_Eng.txt,rice,Increase,price increase of 5% was recorded for,Increase
weekly_11_2025_Eng.txt,potato,Unknown,Nuwara Eliya potato.,Stable
