Week,Commodity,Trend,Text
weekly_15_16_2025_Eng.txt,potato,Unknown,Sweet Potato 180.00 − 220.00 200.00 184.44 191.11 8.43 4.65 Maduwa (Imported) −
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Leafy Vegetable Koduwa (Imported) −
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 14: Colombo: Wholesale Prices (Rs/kg or Rs/piece)
weekly_15_16_2025_Eng.txt,rice,Unknown,Average Price Change Compared to
weekly_15_16_2025_Eng.txt,rice,Unknown,Average Price
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice Coconut
weekly_15_16_2025_Eng.txt,fruit,Unknown,Keeri Samba 260.00 − 320.00 289.66 290.00 366.43 -0.34 -20.95 Fruits (Rs/fruit)
weekly_15_16_2025_Eng.txt,fruit,Unknown,Raw (Red) − Passion Fruit 60.00 − 120.00 85.00 92.86 110.00 -7.86 -22.73
weekly_15_16_2025_Eng.txt,onion,Unknown,Onion Mango
weekly_15_16_2025_Eng.txt,onion,Unknown,Big Onion Kohu −
weekly_15_16_2025_Eng.txt,potato,Unknown,Potato Orange 58.00 − 140.00 98.00 74.44 75.00 23.56 30.67
weekly_15_16_2025_Eng.txt,coconut,Unknown,Pulses King Coconut 200.00 − 250.00 222.11 224.44 227.22 -2.34 -2.25
weekly_15_16_2025_Eng.txt,fish,Unknown,Cowpea (White) 700.00 − 1000.00 853.81 862.50 1082.50 -8.69 -21.13 Sea Fish
weekly_15_16_2025_Eng.txt,dhal,Unknown,Red Dhal 280.00 − 320.00 299.03 297.73 341.67 1.30 -12.48 Hurulla 900.00 − 1000.00 950.00 1237.50 906.67 -287.50 4.78
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Vegetable Balaya 1350.00 − 2000.00 1650.00 1468.75 1065.00 181.25 54.93
weekly_15_16_2025_Eng.txt,egg,Unknown,Raddish 120.00 − 320.00 239.38 246.25 195.42 -6.88 22.49 Eggs
weekly_15_16_2025_Eng.txt,fish,Unknown,Ladies Fingers 280.00 − 480.00 430.00 413.57 209.23 16.43 105.51 Dried Fish
weekly_15_16_2025_Eng.txt,chicken,Unknown,Root Crops Chicken (Broiler) 1100.00 − 1200.00 1165.00 1242.00 1315.00 -77.00 -11.41
weekly_15_16_2025_Eng.txt,potato,Unknown,Sweet Potato 200.00 − 400.00 339.41 268.33 269.55 71.08 25.92 Chicken (Curry) 950.00 − 1350.00 1111.25 1161.11 1268.75 -49.86 -12.41
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Leafy Vegetable Pork 1500.00 − 1800.00 1650.00 1500.00 1350.00 150.00 22.22
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 15: Colombo &Suburbs: Retail Prices (Rs/kg or Rs/piece)
weekly_15_16_2025_Eng.txt,rice,Unknown,Average Price Change Compared to
weekly_15_16_2025_Eng.txt,rice,Unknown,Average Price Change Compared to
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Paddy Vegetable (Up Country) Snake Gourd
weekly_15_16_2025_Eng.txt,onion,Unknown,Red Onion Badulla 235.00 − 280.00 258.33 Long Beans
weekly_15_16_2025_Eng.txt,onion,Unknown,Big Onion Welimada 180.00 − 200.00 190.00 Embilipitiya 230.00 − 250.00 240.00
weekly_15_16_2025_Eng.txt,potato,Unknown,Potato Hambantota −
weekly_15_16_2025_Eng.txt,vegetable,Unknown,N'Eliya − Vegetable (Low Country) Embilipitiya 70.00 − 80.00 76.67
weekly_15_16_2025_Eng.txt,fruit,Unknown,Moneragala 650.00 − 700.00 670.00 Brinjal Fruits (Rs/kg)
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 16: Farmgate/Producer Prices of Food Commodities in Selected Producing Areas (Rs/kg)
weekly_15_16_2025_Eng.txt,rice,Unknown,PriceCOMMODITY Range Average
weekly_15_16_2025_Eng.txt,rice,Unknown,Price COMMODITY Range Average
weekly_15_16_2025_Eng.txt,rice,Unknown,Price COMMODITY
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice
weekly_15_16_2025_Eng.txt,onion,Unknown,Red Onion
weekly_15_16_2025_Eng.txt,onion,Unknown,Big Onion
weekly_15_16_2025_Eng.txt,potato,Unknown,Potato
weekly_15_16_2025_Eng.txt,dhal,Unknown,Red Dhal 280.00 − 290.00 280.00 − 320.00 280.00 − 320.00 280.00 − 320.00 290.00 − 320.00 280.00 − 290.00 290.00 − 300.00 280.00 − 300.00 280.00 − 320.00
weekly_15_16_2025_Eng.txt,rice,Unknown,Annex 01 - Colombo Markets: Retail Prices of Rice and Subsidiary Food Crops (Rs/kg) Week 16: 18 - 24 Apr 2025
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Vegetable
weekly_15_16_2025_Eng.txt,potato,Unknown,Sweet Potato 200.00 − 240.00 340.00 − 400.00 320.00 − 360.00 350.00 − 400.00 340.00 − 340.00 400.00 − 400.00 340.00 − 340.00 320.00 − 400.00 −
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Leafy Vegetable
weekly_15_16_2025_Eng.txt,coconut,Unknown,Coconut
weekly_15_16_2025_Eng.txt,rice,Unknown,Annex 02 - Colombo Markets: Retail Prices of Vegetables (Rs/kg) and Coconut (Rs/nut)
weekly_15_16_2025_Eng.txt,fruit,Unknown,Other Fruits
weekly_15_16_2025_Eng.txt,coconut,Unknown,King Coconut 200.00 − 250.00 200.00 − 250.00 250.00 − 250.00 200.00 − 250.00 220.00 − 220.00 250.00 − 250.00 200.00 − 220.00 200.00 − 250.00 200.00 − 220.00
weekly_15_16_2025_Eng.txt,rice,Unknown,Annex 03 - Colombo Markets: Retail Prices of Fruits (Rs/fruit)
weekly_15_16_2025_Eng.txt,fish,Unknown,Sea Fish
weekly_15_16_2025_Eng.txt,egg,Unknown,30 Eggs (Rs/egg)
weekly_15_16_2025_Eng.txt,fish,Unknown,Dried Fish
weekly_15_16_2025_Eng.txt,chicken,Unknown,Chicken (Broiler) 1150.00 − 1150.00 1180.00 − 1180.00 1180.00 − 1180.00 1150.00 − 1150.00 1180.00 − 1180.00 1100.00 − 1100.00 1150.00 − 1150.00 1180.00 − 1200.00 1180.00 − 1180.00
weekly_15_16_2025_Eng.txt,chicken,Unknown,Chicken (Curry) 950.00 − 950.00 1180.00 − 1180.00 1180.00 − 1180.00 1350.00 − 1350.00 1180.00 − 1180.00 1000.00 − 1000.00 950.00 − 950.00 − 1100.00 − 1100.00
weekly_15_16_2025_Eng.txt,rice,Unknown,Annex 04 - Colombo Markets: Retail Prices of Sea Fish and Dried Fish (Rs/kg)
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice - (white Kekulu - normal ) 361 9.88 1.52 - 0.03 0.09 10.67 - 6.94 26.29 1.22 1.5
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice - (white Kekulu Samba) 355 8.81 1.53 - 0.03 0.09 8.11 - 9.82 30.48 0.92 1.7
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice - ( Red Kekulu - normal ) 366 8.64 2.12 - 0.05 0.1 8.39 - 4.73 31.7 0.88 1.84
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice -Samba 369 6.86 2.45 - 0.05 0.13 12.79 - 8.71 37.26 1.18 1.49
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice - Nadu White 366 7.76 1.48 - 0.03 0.12 9.35 - 4.57 20.1 0.64 1.61
weekly_15_16_2025_Eng.txt,onion,Unknown,Onion
weekly_15_16_2025_Eng.txt,onion,Unknown,Big onions 48 1.67 0.24 0.16 0.01 0.1 32.99 7.58 14.82 16.94 0.45 0.25
weekly_15_16_2025_Eng.txt,onion,Unknown,Red onions 55 2.13 0.15 0.18 0.02 0.13 30.15 14.26 20.37 19.32 0.31 0.28
weekly_15_16_2025_Eng.txt,potato,Unknown,Potatoes 71 1.67 0.25 0.01 0.09 14.31 20.5 9.83 23.84 0.46 0.29
weekly_15_16_2025_Eng.txt,dhal,Unknown,Red Dhal 319 23.09 0.77 1.06 1.6 0.22 55 NA 41.27 66.63 7.45 3.34
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Vegetables
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice
weekly_15_16_2025_Eng.txt,egg,Unknown,Brinjal (Chinese eggplant) 24 1.28 0.33 16.83 0.12 0.11 32.94 3.37 14.4 21.18 0.28 0.16
weekly_15_16_2025_Eng.txt,egg,Unknown,Thalana batu (Thai eggplant) 21 1.45 0.26 18.33 0.11 0.09 31.18 2.71 17.24 37.22 0.37 0.24
weekly_15_16_2025_Eng.txt,coconut,Unknown,Coconuts nuts 390 3.67 39.92 - 0.05 0.11 14.86 -
weekly_15_16_2025_Eng.txt,potato,Unknown,Sweet potato 108 1.27 0.33 NA 0.04 0.09 14.44 22.2 28.93 21.05 0.51 0.14
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Leafy Vegetables
weekly_15_16_2025_Eng.txt,onion,Unknown,Onion leaves 27 2.01 0.26 NA 0.04 0.18 56.8 23.38 35.21 74.95 3.15 0.77
weekly_15_16_2025_Eng.txt,fruit,Unknown,Jackfruit pods 25 2.14 0.34 NA 0.03 0.04 30.7 24.77 37.32 26.08 0.3 0.17
weekly_15_16_2025_Eng.txt,fruit,Unknown,Jackfruit seeds 77 5.66 0.44 NA 0.02 0.08 58.91 15.24 40.87 50.14 0.52 0.42
weekly_15_16_2025_Eng.txt,chicken,Unknown,Chicken 176 23.14 9.24 6.88 0.07 0.49 10.09 - 15.06 20.18 0.75 0.64
weekly_15_16_2025_Eng.txt,fish,Unknown,Fish
weekly_15_16_2025_Eng.txt,fish,Unknown,Cuttle fish 76 16.82 0.93 1.93 0.02 0.04 6.22 8.73 35.46 0.62 1.3
weekly_15_16_2025_Eng.txt,fish,Unknown,Dried Fish
weekly_15_16_2025_Eng.txt,egg,Unknown,Eggs
weekly_15_16_2025_Eng.txt,egg,Unknown,Hen eggs (Country) 170 13.14 13 208 0.08 0.18 54.6 50.14 11.04 1.64 1.12
weekly_15_16_2025_Eng.txt,egg,Unknown,Hen eggs (Table) 135 13.55 9.03 200 0.19 0.19 49.46 63.3 12 2.39 1.73
weekly_15_16_2025_Eng.txt,egg,Unknown,Quail eggs 153 12.39 11.46 153 0.11 0.17 54.86 60.67 11.21 2.55 1.51
weekly_15_16_2025_Eng.txt,fruit,Unknown,Fruits
weekly_15_16_2025_Eng.txt,rice,Unknown,Price Collecting Areas
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice VarietiesLOCATIONS
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 01: Selected Markets:Wholesale Price of Rice (Rs/50kg bag)
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 02: Selected Markets: Retail Price of Rice (Rs/kg)
weekly_15_16_2025_Eng.txt,rice,Unknown,LOCATIONS Rice Varieties
weekly_15_16_2025_Eng.txt,dhal,Unknown,Green Gram Cowpea Red Dhal
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 04: Selected Markets:Wholesale Price of Subsidiary Food (Rs/50kg)
weekly_15_16_2025_Eng.txt,onion,Unknown,Dried Chillies Red Onion Big Onion PotatoLOCATION Imported Imported Local Imported
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 05: Selected Markets: Retail Price of Subsidiary Food Crops (Rs/kg)
weekly_15_16_2025_Eng.txt,onion,Unknown,Dried Chillies Red Onion Big Onion Potato Pulses
weekly_15_16_2025_Eng.txt,dhal,Unknown,Green Gram Cowpea Red Dhal
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 06: Selected Markets: Wholesale Price of Vegetables(Rs/kg)
weekly_15_16_2025_Eng.txt,rice,Unknown,"Colombo, Meegoda, Norochchole, Jaffna,Dambulla and Kandy - Gotukola Price Rs/Kg"
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Leafy Vegetables (Rs/bundle)
weekly_15_16_2025_Eng.txt,coconut,Unknown,Coconut (Rs/nut)
weekly_15_16_2025_Eng.txt,potato,Unknown,ManiocLong Beans Ash Plantain Green Chillies Lime Sweet Potatoe
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 07: Selected Markets: Retail Price of Vegetables (Rs/kg)
weekly_15_16_2025_Eng.txt,potato,Unknown,Ash Plantain Green Chillies Lime Sweet Potato Large Small
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Low Country Varieties Leafy Vegetable Coconut (Rs/nut)
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 08: Selected Markets: Retail Price of Fruits (Rs/each & Rs/kg)
weekly_15_16_2025_Eng.txt,fruit,Unknown,Mango Other Fruits
weekly_15_16_2025_Eng.txt,coconut,Unknown,Passion Avocado Slime Apple Grapes (Rs/kg) King CoconutWood Apple Orange
weekly_15_16_2025_Eng.txt,fish,Unknown,Sea Fish Eggs
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 09: Selected Markets: Wholesale Price of Fresh Fish & Eggs (Rs/kg & Rs/egg)
weekly_15_16_2025_Eng.txt,fish,Unknown,Sea Fish
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 10: Selected Markets: Wholesale Price of Dried Fish (Rs/50kg)
weekly_15_16_2025_Eng.txt,fish,Unknown,Local Dried Fish
weekly_15_16_2025_Eng.txt,fish,Unknown,Local Dried Fish Imported Dried Fish
weekly_15_16_2025_Eng.txt,fish,Unknown,Imported Dried Fish
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 11: Selected Markets: Retail Price of Fresh Fish & Eggs (Rs/kg & Rs/eggs)
weekly_15_16_2025_Eng.txt,fish,Unknown,Sea Fish Eggs
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 12: Selected Markets: Retail Price of Dried Fish (Rs/kg)
weekly_15_16_2025_Eng.txt,fish,Unknown,Dried FishLOCATIONS Sprats-Imported Kattawa Thora Mora Balaya
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 13: Selected Markets: Retail Price of Meat (Rs/kg)
weekly_15_16_2025_Eng.txt,chicken,Unknown,Meat Meat (Chicken) Meat
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice Coconut
weekly_15_16_2025_Eng.txt,fruit,Unknown,Keeri Samba 260.00 − 300.00 280.00 280.00 317.50 0.00 -11.81 Fruits (Rs/fruit)
weekly_15_16_2025_Eng.txt,fruit,Unknown,Raw (Red) − Passion Fruit 55.00 − 150.00 92.86 55.00 77.27 68.83 20.17
weekly_15_16_2025_Eng.txt,onion,Unknown,Onion Mango
weekly_15_16_2025_Eng.txt,onion,Unknown,Big Onion Kohu −
weekly_15_16_2025_Eng.txt,potato,Unknown,Potato Orange 40.00 − 50.00 44.29 46.88 41.30 -5.52 7.23
weekly_15_16_2025_Eng.txt,coconut,Unknown,Pulses King Coconut 180.00 − 220.00 193.33 170.00 182.50 13.73 5.94
weekly_15_16_2025_Eng.txt,fish,Unknown,Cowpea (White) 650.00 − 750.00 700.00 666.67 700.00 5.00 0.00 Sea Fish
weekly_15_16_2025_Eng.txt,dhal,Unknown,Red Dhal 255.00 − 260.00 256.67 255.83 281.67 0.33 -8.88 Hurulla 1000.00 − 1100.00 1041.67 920.83 596.67 13.12 74.58
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Vegetable Balaya 1200.00 − 1300.00 1221.43 904.55 618.33 35.03 97.54
weekly_15_16_2025_Eng.txt,egg,Unknown,Raddish 100.00 − 150.00 131.00 118.00 43.00 11.02 204.65 Eggs
weekly_15_16_2025_Eng.txt,fish,Unknown,Ladies Fingers 250.00 − 350.00 296.00 259.00 49.00 14.29 504.08 Dried Fish
weekly_15_16_2025_Eng.txt,potato,Unknown,Sweet Potato 160.00 − 200.00 184.44 174.00 212.00 6.00 -13.00 Maduwa (Imported) −
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Leafy Vegetable Koduwa (Imported) −
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 14: Colombo: Wholesale Prices (Rs/kg or Rs/piece)
weekly_15_16_2025_Eng.txt,rice,Unknown,Average Price Change Compared to
weekly_15_16_2025_Eng.txt,rice,Unknown,Average Price
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice Coconut
weekly_15_16_2025_Eng.txt,fruit,Unknown,Keeri Samba 260.00 − 320.00 290.00 303.67 370.38 -13.67 -21.70 Fruits (Rs/fruit)
weekly_15_16_2025_Eng.txt,fruit,Unknown,Raw (Red) − Passion Fruit 60.00 − 150.00 92.86 86.00 125.00 6.86 -25.71
weekly_15_16_2025_Eng.txt,onion,Unknown,Onion Mango
weekly_15_16_2025_Eng.txt,onion,Unknown,Big Onion Kohu −
weekly_15_16_2025_Eng.txt,potato,Unknown,Potato Orange 50.00 − 120.00 74.44 81.11 84.40 -6.67 -11.80
weekly_15_16_2025_Eng.txt,coconut,Unknown,Pulses King Coconut 200.00 − 250.00 224.44 214.50 221.18 9.94 1.48
weekly_15_16_2025_Eng.txt,fish,Unknown,Cowpea (White) 750.00 − 950.00 862.50 852.00 1100.00 10.50 -21.59 Sea Fish
weekly_15_16_2025_Eng.txt,dhal,Unknown,Red Dhal 280.00 − 320.00 297.73 296.97 331.11 0.76 -10.08 Hurulla 1100.00 − 1350.00 1237.50 1140.91 837.14 96.59 47.82
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Vegetable Balaya 1300.00 − 1600.00 1468.75 1204.17 816.67 264.58 79.85
weekly_15_16_2025_Eng.txt,egg,Unknown,Raddish 160.00 − 320.00 246.25 266.00 178.06 -19.75 38.29 Eggs
weekly_15_16_2025_Eng.txt,fish,Unknown,Ladies Fingers 320.00 − 500.00 413.57 394.64 202.26 18.93 104.48 Dried Fish
weekly_15_16_2025_Eng.txt,chicken,Unknown,Root Crops Chicken (Broiler) 1120.00 − 1290.00 1242.00 1227.78 1290.00 14.22 -3.72
weekly_15_16_2025_Eng.txt,potato,Unknown,Sweet Potato 220.00 − 320.00 268.33 311.54 313.23 -43.21 -14.33 Chicken (Curry) 1000.00 − 1280.00 1161.11 1111.11 1216.36 50.00 -4.54
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Leafy Vegetable Pork 1500.00 − 1500.00 1500.00 1525.00 1300.00 -25.00 15.38
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 15: Colombo &Suburbs: Retail Prices (Rs/kg or Rs/piece)
weekly_15_16_2025_Eng.txt,rice,Unknown,Average Price Change Compared to
weekly_15_16_2025_Eng.txt,rice,Unknown,Average Price Change Compared to
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Paddy Vegetable (Up Country) Snake Gourd
weekly_15_16_2025_Eng.txt,onion,Unknown,Red Onion Badulla 180.00 − 210.00 196.67 Long Beans
weekly_15_16_2025_Eng.txt,onion,Unknown,Big Onion Welimada 210.00 − 225.00 218.75 Embilipitiya 250.00 − 260.00 255.00
weekly_15_16_2025_Eng.txt,potato,Unknown,Potato Hambantota −
weekly_15_16_2025_Eng.txt,vegetable,Unknown,N'Eliya 230.00 − 250.00 242.00 Vegetable (Low Country) Embilipitiya 90.00 − 100.00 95.00
weekly_15_16_2025_Eng.txt,fruit,Unknown,Moneragala − Brinjal Fruits (Rs/kg)
weekly_15_16_2025_Eng.txt,rice,Unknown,Table 16: Farmgate/Producer Prices of Food Commodities in Selected Producing Areas (Rs/kg)
weekly_15_16_2025_Eng.txt,rice,Unknown,PriceCOMMODITY Range Average
weekly_15_16_2025_Eng.txt,rice,Unknown,Price COMMODITY Range Average
weekly_15_16_2025_Eng.txt,rice,Unknown,Price COMMODITY
weekly_15_16_2025_Eng.txt,rice,Unknown,Rice
weekly_15_16_2025_Eng.txt,onion,Unknown,Red Onion
weekly_15_16_2025_Eng.txt,onion,Unknown,Big Onion
weekly_15_16_2025_Eng.txt,potato,Unknown,Potato
weekly_15_16_2025_Eng.txt,dhal,Unknown,Red Dhal 280.00 − 300.00 − 280.00 − 320.00 280.00 − 300.00 280.00 − 280.00 290.00 − 290.00 280.00 − 300.00 280.00 − 320.00 290.00 − 320.00
weekly_15_16_2025_Eng.txt,rice,Unknown,Annex 01 - Colombo Markets: Retail Prices of Rice and Subsidiary Food Crops (Rs/kg) Week 15: 11 - 17 Apr 2025
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Vegetable
weekly_15_16_2025_Eng.txt,potato,Unknown,Sweet Potato − − 320.00 − 320.00 320.00 − 320.00 320.00 − 320.00 − 220.00 − 240.00 240.00 − 320.00 230.00 − 240.00
weekly_15_16_2025_Eng.txt,vegetable,Unknown,Leafy Vegetable
weekly_15_16_2025_Eng.txt,coconut,Unknown,Coconut
weekly_15_16_2025_Eng.txt,rice,Unknown,Annex 02 - Colombo Markets: Retail Prices of Vegetables (Rs/kg) and Coconut (Rs/nut)
weekly_15_16_2025_Eng.txt,fruit,Unknown,Other Fruits
weekly_15_16_2025_Eng.txt,coconut,Unknown,King Coconut 200.00 − 220.00 − 250.00 − 250.00 − − 240.00 − 240.00 200.00 − 200.00 200.00 − 200.00 220.00 − 220.00
weekly_15_16_2025_Eng.txt,rice,Unknown,Annex 03 - Colombo Markets: Retail Prices of Fruits (Rs/fruit)
weekly_15_16_2025_Eng.txt,fish,Unknown,Sea Fish
weekly_15_16_2025_Eng.txt,egg,Unknown,30 Eggs (Rs/egg)
weekly_15_16_2025_Eng.txt,fish,Unknown,Dried Fish
weekly_15_16_2025_Eng.txt,chicken,Unknown,Chicken (Broiler) − 1260.00 − 1260.00 1280.00 − 1280.00 1280.00 − 1290.00 1120.00 − 1120.00 1150.00 − 1150.00 1250.00 − 1250.00 1250.00 − 1250.00 1260.00 − 1260.00
weekly_15_16_2025_Eng.txt,chicken,Unknown,Chicken (Curry) − 1260.00 − 1260.00 1280.00 − 1280.00 1280.00 − 1280.00 1000.00 − 1000.00 1000.00 − 1000.00 1050.00 − 1050.00 1200.00 − 1200.00 1100.00 − 1100.00
weekly_15_16_2025_Eng.txt,rice,Unknown,Annex 04 - Colombo Markets: Retail Prices of Sea Fish and Dried Fish (Rs/kg)
weekly_10_2025_Eng.txt,vegetable,Unknown,Vegetables
weekly_10_2025_Eng.txt,coconut,Unknown,Coconut
weekly_10_2025_Eng.txt,rice,Unknown,Rice
weekly_10_2025_Eng.txt,rice,Unknown,The retail prices of both large and small coconuts have
weekly_10_2025_Eng.txt,rice,Unknown,Price ranged Rs.200.00 -230.00 for a large nut and
weekly_10_2025_Eng.txt,rice,Increase,Retail prices of imported red onion has increased by
weekly_10_2025_Eng.txt,rice,Decrease,Rs.7.00/kg while price of imported big onion has decreased by
weekly_10_2025_Eng.txt,rice,Decrease,Rs.9.00/kg. Retail prices of Nuwara Eliya potato has decreased
weekly_10_2025_Eng.txt,rice,Increase,by Rs.7.00/kg while price of imported potato has increased by
weekly_10_2025_Eng.txt,rice,Unknown,Rs.2.00/kg. Retail prices of green gram and cowpea have
weekly_10_2025_Eng.txt,rice,Increase,increased while the price of red dhal has decreased by
weekly_10_2025_Eng.txt,rice,Unknown,Retail prices of most of the up country and low country
weekly_10_2025_Eng.txt,vegetable,Increase,vegetable have increased during this week. Among up country
weekly_10_2025_Eng.txt,rice,Increase,"varieties, the highest price increase was observed for beans of"
weekly_10_2025_Eng.txt,rice,Increase,Retail prices of all the domestic rice varieties have increased
weekly_10_2025_Eng.txt,rice,Increase,with the highest price increase observed for raw red by
weekly_10_2025_Eng.txt,rice,Unknown,Rs.17.00/kg. As well retail prices of imported rice varieties
weekly_10_2025_Eng.txt,rice,Unknown,The average farm gate prices of all the paddy varieties in most
weekly_10_2025_Eng.txt,rice,Increase,harvesting of 24/25 Maha season. The highest price increase
weekly_10_2025_Eng.txt,rice,Unknown,Rice
weekly_10_2025_Eng.txt,rice,Unknown,Prices of all rice verities have not changed
weekly_10_2025_Eng.txt,rice,Unknown,significantly and prices ranged Rs.260.00-
weekly_10_2025_Eng.txt,rice,Unknown,Imported rice varieties were also available
weekly_10_2025_Eng.txt,rice,Unknown,prices
weekly_10_2025_Eng.txt,rice,Unknown,prices of most of the rice varieties have
weekly_10_2025_Eng.txt,rice,Increase,increased with the highest price of 26% for
weekly_10_2025_Eng.txt,rice,Increase,Prices of all rice varieties have  increased. The
weekly_10_2025_Eng.txt,rice,Increase,highest price increase of Rs .17.00/kg was
weekly_10_2025_Eng.txt,rice,Unknown,samba (Rs.13.00/kg). Prices ranged Rs.240.00 -
weekly_10_2025_Eng.txt,rice,Unknown,for keeri samba. Average price of Rs.242.50/kg
weekly_10_2025_Eng.txt,rice,Decrease,highest price decreased of 21% was recorded for
weekly_10_2025_Eng.txt,rice,Increase,keeri samba and the highest price increase of
weekly_10_2025_Eng.txt,rice,Unknown,prices of all the paddy varieties  in most of
weekly_10_2025_Eng.txt,rice,Increase,highest price increase  was reported for
weekly_10_2025_Eng.txt,rice,Unknown,average paddy price of keeri samba has
weekly_10_2025_Eng.txt,rice,Unknown,Kalawewa areas while prices have
weekly_10_2025_Eng.txt,rice,Unknown,average price of long grain white paddy
weekly_10_2025_Eng.txt,rice,Unknown,major producing areas and price ranged
weekly_10_2025_Eng.txt,rice,Unknown,"Rs.117.00-130.00/kg. Further, price of"
weekly_10_2025_Eng.txt,rice,Unknown,Southern province and prices ranged
weekly_10_2025_Eng.txt,rice,Unknown,the average farm  gate prices of all paddy
weekly_10_2025_Eng.txt,rice,Increase,increased with the highest price increased
weekly_10_2025_Eng.txt,rice,Unknown,The price of imported dried chil ies has
weekly_10_2025_Eng.txt,rice,Unknown,quality stocks and price ranged Rs.580.00-
weekly_10_2025_Eng.txt,rice,Unknown,current whole sale price of imported dried
weekly_10_2025_Eng.txt,rice,Increase,"In line with increased wholesale price, the retail"
weekly_10_2025_Eng.txt,rice,Increase,price of imported dried chilli has increased by
weekly_10_2025_Eng.txt,rice,Unknown,current retail price of imported dried chilies has
weekly_10_2025_Eng.txt,onion,Unknown,Onion
weekly_10_2025_Eng.txt,rice,Unknown,Prices of sin nan and i mported red onion
weekly_10_2025_Eng.txt,onion,Unknown,of vedalan onion was also available at the
weekly_10_2025_Eng.txt,rice,Unknown,market with the price ranged of Rs.280.00-
weekly_10_2025_Eng.txt,rice,Unknown,290.00/kg. Price of imported big onion has
weekly_10_2025_Eng.txt,rice,Unknown,sufficient stocks and price ranged
weekly_10_2025_Eng.txt,rice,Unknown,current whole sale price of vedalan and
weekly_10_2025_Eng.txt,onion,Increase,imported red onion have increased by 27%
weekly_10_2025_Eng.txt,rice,Unknown,and 32% while price of imported big onion
weekly_10_2025_Eng.txt,onion,Unknown,Local red onion stocks were not available in
weekly_10_2025_Eng.txt,rice,Unknown,most of the retail markets. Price of imported red
weekly_10_2025_Eng.txt,rice,Increase,onion has increased by Rs.7.00/kg and price
weekly_10_2025_Eng.txt,rice,Unknown,ranged Rs.350.00-600.00/kg. Price of imported
weekly_10_2025_Eng.txt,rice,Decrease,big onion has decreased by Rs.9.00/kg and price
weekly_10_2025_Eng.txt,rice,Unknown,current retail price  of imported red  onion has
weekly_10_2025_Eng.txt,rice,Increase,increased by 26% while price of imported big
weekly_10_2025_Eng.txt,onion,Decrease,onion has decreased by 58%.
weekly_10_2025_Eng.txt,potato,Unknown,Potato
weekly_10_2025_Eng.txt,rice,Decrease,Price of Nuwara Eliya potato has decreased by
weekly_10_2025_Eng.txt,rice,Unknown,and price  ranged Rs.280.00 -300.00/kg.
weekly_10_2025_Eng.txt,rice,Unknown,"While, price of imported potato has"
weekly_10_2025_Eng.txt,rice,Increase,increased by 8% and price ranged
weekly_10_2025_Eng.txt,potato,Unknown,Rs.150.00-210.00/kg. Welimada potato
weekly_10_2025_Eng.txt,rice,Unknown,price ranged Rs.250.00-330.00/kg.
weekly_10_2025_Eng.txt,rice,Unknown,current whole sale price of Nuwara Eliya
weekly_10_2025_Eng.txt,rice,Decrease,potato has decreased by 10% and price of
weekly_10_2025_Eng.txt,potato,Increase,imported potato has increased by 9%
